Copyright Notice
Copyright C2002 Mount Sinai Hospital, Toronto, Canada. All Rights Reserved.

Disclaimer
Permission to use, copy, and modify this document for educational, research, and not-for-profit purposes, without fee and without a signed licensing agreement, is hereby granted, provided that the above copyright notice, this paragraph and the following paragraphs appear in all copies, modifications, and distributions.

Contact Terry Donaghue, Technology Transfer & Industrial Liaison, Mount Sinai Hospital, & The Samuel Lunenfeld Research Institute, 600 University Avenue, Toronto, ON Canada M5G 1X5, Tel. (416) 586-8225, Fax (416) 586-3110, E-mail: donaghue@mshri.on.ca, for commercial licensing opportunities. 

IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite:

Breitkreutz, BJ., Stark, C., Tyers M. "The GRID: the General Repository for Interaction Datasets." Genome Biology 2003 4(3):R23

------------------------------------------------------------------------------------------------------------------------------

Brief description of the columns:

A.) INTERACTOR_A			(Unique ID for geneA)
B.) INTERACTOR_B			(Unique ID for geneB)
C.) ALIASES_FOR_A			(List of common names for geneA, separated by ';')
D.) ALIASES_FOR_B			(List of common names for geneB, separated by ';')
E.) EXPERIMENTAL_SYSTEM			(System in which the interaction was shown)
F.) SOURCE			(Author/s of the interaction)
G.) DIRECTION			(Direction is shown by default as going from GeneA to GeneB, if however the same source also demonstrates this interaction in the opposite direction then the "AB" will be replaced with a "BOTH")
H.) PUBMED_ID			(PubMed_ID of the paper)

------------------------------------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	DIRECTION	PUBMED_ID
YER126C	YNR053C	;NSA2;	;NOG2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER126C	YOR206W	;NSA2;	;NOC2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YHL030W	;KRE33;	;ECM29;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YGL195W	;KRE33;	;GCN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YKL101W	;KRE33;	;HSL1;NIK1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YGL252C	;KRE33;	;RTG2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YNL287W	;KRE33;	;SEC21;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YKR059W	;KRE33;	;TIF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL132W	YGR145W	;KRE33;	;ENP2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YMR116C	;KRR1;	;ASC1;CPC2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YDR299W	;KRR1;	;BFR2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YPL217C	;KRR1;	;BMS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YMR128W	;KRR1;	;ECM16;DHR1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YLR186W	;KRR1;	;EMG1;NEP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YHR148W	;KRR1;	;IMP3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YNL132W	;KRR1;	;KRE33;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YER127W	;KRR1;	;LCP5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YJR002W	;KRR1;	;MPP10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YPL126W	;KRR1;	;NAN1;UTP17;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YDL014W	;KRR1;	;NOP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YDL148C	;KRR1;	;NOP14;UTP2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YPR137W	;KRR1;	;RRP9;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YLR197W	;KRR1;	;SIK1;NOP56;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YLL011W	;KRR1;	;SOF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YBL004W	;KRR1;	;UTP20;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YDL166C	;KRR1;	;FAP7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YDR324C	;KRR1;	;UTP4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YDR449C	;KRR1;	;UTP6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YGR145W	;KRR1;	;ENP2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YJL109C	;KRR1;	;UTP10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YKR060W	;KRR1;	;UTP30;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YLR409C	;KRR1;	;UTP21;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YMR093W	;KRR1;	;UTP15;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCL059C	YPR144C	;KRR1;	;UTP19;NOC4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR037W	YDL126C	;KRS1;GCD5;	;CDC48;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR037W	YPR056W	;KRS1;GCD5;	;TFB4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR181W	YGL206C	;LAS17;BEE1;	;CHC1;SWA5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR181W	YNL084C	;LAS17;BEE1;	;END3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR181W	YNL243W	;LAS17;BEE1;	;SLA2;END4;MOP2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR181W	YFR024C-A	;LAS17;BEE1;	;LSB3;YFR024C;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YER177W	;LCB2;TSC1;SCS1;	;BMH1;APR6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YDR099W	;LCB2;TSC1;SCS1;	;BMH2;SCD3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YGR218W	;LCB2;TSC1;SCS1;	;CRM1;KAP124;XPO1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YHL030W	;LCB2;TSC1;SCS1;	;ECM29;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YLR342W	;LCB2;TSC1;SCS1;	;FKS1;CND1;CWH53;ETG1;GSC1;PBR1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YEL022W	;LCB2;TSC1;SCS1;	;GEA2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YKL104C	;LCB2;TSC1;SCS1;	;GFA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YBR017C	;LCB2;TSC1;SCS1;	;KAP104;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YER110C	;LCB2;TSC1;SCS1;	;KAP123;YRB4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YMR296C	;LCB2;TSC1;SCS1;	;LCB1;END8;TSC2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YIL094C	;LCB2;TSC1;SCS1;	;LYS12;LYS10;LYS11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YJR077C	;LCB2;TSC1;SCS1;	;MIR1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YLR180W	;LCB2;TSC1;SCS1;	;SAM1;ETH10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YDR502C	;LCB2;TSC1;SCS1;	;SAM2;ETH2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR062W	YHR020W	;LCB2;TSC1;SCS1;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL009C	YOL086C	;LEU1;	;ADH1;ADC1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YNL118C	;LSM1;SPB8;	;DCP2;PSU1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YDL160C	;LSM1;SPB8;	;DHH1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YDR037W	;LSM1;SPB8;	;KRS1;GCD5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YBL026W	;LSM1;SPB8;	;LSM2;SMX5;SNP3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YLR438C-A	;LSM1;SPB8;	;LSM3;SMX4;USS2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YER112W	;LSM1;SPB8;	;LSM4;SDB23;USS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YER146W	;LSM1;SPB8;	;LSM5;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YJL124C	YDR378C	;LSM1;SPB8;	;LSM6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YMR080C	;LSM1;SPB8;	;NAM7;IFS2;MOF4;UPF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YJL124C	YCR077C	;LSM1;SPB8;	;PAT1;MRT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER146W	YBL026W	;LSM5;	;LSM2;SMX5;SNP3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER146W	YCR077C	;LSM5;	;PAT1;MRT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER146W	YPR178W	;LSM5;	;PRP4;RNA4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER146W	YBR055C	;LSM5;	;PRP6;RNA6;TSM7269;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER146W	YKL173W	;LSM5;	;SNU114;GIN10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YOL139C	;LSM7;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YDL160C	;LSM7;	;DHH1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YPR082C	;LSM7;	;DIB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YJL124C	;LSM7;	;LSM1;SPB8;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YBL026W	;LSM7;	;LSM2;SMX5;SNP3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YER112W	;LSM7;	;LSM4;SDB23;USS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YDR378C	;LSM7;	;LSM6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YCR077C	;LSM7;	;PAT1;MRT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YMR268C	;LSM7;	;PRP24;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YPR178W	;LSM7;	;PRP4;RNA4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YBR055C	;LSM7;	;PRP6;RNA6;TSM7269;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YLR275W	;LSM7;	;SMD2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YKL173W	;LSM7;	;SNU114;GIN10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YDL098C	;LSM7;	;SNU23;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL147W	YOR308C	;LSM7;	;SNU66;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL006W	YHR174W	;LST8;	;ENO2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL006W	YCR012W	;LST8;	;PGK1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YAL024C	YHR158C	;LTE1;MSI2;	;KEL1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YOL139C	;LUC7;EXM2;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YMR288W	;LUC7;EXM2;	;HSH155;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YHR086W	;LUC7;EXM2;	;NAM8;MRE2;MUD15;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL087C	YML046W	;LUC7;EXM2;	;PRP39;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YKL012W	;LUC7;EXM2;	;PRP40;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YDR235W	;LUC7;EXM2;	;PRP42;MUD16;SNU65;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YML049C	;LUC7;EXM2;	;RSE1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YER029C	;LUC7;EXM2;	;SMB1;SMB;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YLR275W	;LUC7;EXM2;	;SMD2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YLR147C	;LUC7;EXM2;	;SMD3;SLT16;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YPR182W	;LUC7;EXM2;	;SMX3;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL087C	YIL061C	;LUC7;EXM2;	;SNP1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL087C	YKL173W	;LUC7;EXM2;	;SNU114;GIN10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YDR240C	;LUC7;EXM2;	;SNU56;MUD10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YGR013W	;LUC7;EXM2;	;SNU71;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YMR125W	;LUC7;EXM2;	;STO1;CBC1;CBP80;GCR3;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL087C	YGR162W	;LUC7;EXM2;	;TIF4631;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL087C	YLR298C	;LUC7;EXM2;	;YHC1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YBR115C	YGL154C	;LYS2;	;LYS5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR051W	YEL053C	;MAK3;	;MAK10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR051W	YCR020C-A	;MAK3;	;MAK31;LSM9;SMX1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YMR012W	;MAK5;	;CLU1;TIF31;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YJL005W	;MAK5;	;CYR1;CDC35;HSR1;SRA4;TSM0185;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YMR049C	;MAK5;	;ERB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YGL195W	;MAK5;	;GCN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YMR290C	;MAK5;	;HAS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YPL093W	;MAK5;	;NOG1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YOL041C	;MAK5;	;NOP12;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YNL061W	;MAK5;	;NOP2;YNA1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YBR142W	YPL043W	;MAK5;	;NOP4;NOP77;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YNL002C	;MAK5;	;RLP7;RPL7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YDR170C	;MAK5;	;SEC7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YLR398C	;MAK5;	;SKI2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YDR496C	;MAK5;	;PUF6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YGL111W	;MAK5;	;NSA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YKL014C	;MAK5;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YMR163C	;MAK5;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR142W	YOR272W	;MAK5;	;YTM1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR299W	YGR292W	;MAL32;MAL3S;	;MAL12;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR163C	YOL021C	;MAS1;MIF1;	;DIS3;RRP44;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR163C	YBR245C	;MAS1;MIF1;	;ISW1;SGN2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR163C	YHR024C	;MAS1;MIF1;	;MAS2;MIF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR163C	YHR069C	;MAS1;MIF1;	;RRP4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR163C	YLR086W	;MAS1;MIF1;	;SMC4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL056W	YLR182W	;MBP1;	;SWI6;PSL8;SDS11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL003W	YFL008W	;MCD1;PDS3;RHC21;SCC1;	;SMC1;CHL10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL003W	YJL074C	;MCD1;PDS3;RHC21;SCC1;	;SMC3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL003W	YER147C	;MCD1;PDS3;RHC21;SCC1;	;SCC4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBL023C	YDL171C	;MCM2;	;GLT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBL023C	YPL001W	;MCM2;	;HAT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL201C	YLR274W	;MCM6;	;CDC46;MCM5;BOB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL201C	YDR427W	;MCM6;	;RPN9;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL201C	YDL185W	;MCM6;	;TFP1;CLS8;VMA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YAL010C	YPL235W	;MDM10;FUN37;	;RVB2;TIH2;TIP49B;	Affinity Precipitation	Gavin et al	AB	;11805826;
YAL010C	YMR203W	;MDM10;FUN37;	;TOM40;ISP42;MOM38;	Affinity Precipitation	Gavin et al	AB	;11805826;
YAL010C	YJL066C	;MDM10;FUN37;	;MPM1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YNR010W	;MED2;	;CSE2;MED9;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YOL051W	;MED2;	;GAL11;RAR3;SDS4;SPT13;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YPR070W	;MED2;	;MED1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YMR112C	;MED2;	;MED11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YOR174W	;MED2;	;MED4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YHR058C	;MED2;	;MED6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YOL135C	;MED2;	;MED7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YBR193C	;MED2;	;MED8;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YGL151W	;MED2;	;NUT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YPR168W	;MED2;	;NUT2;MED10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YGL025C	;MED2;	;PGD1;HRS1;MED3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YLR071C	;MED2;	;RGR1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YBR079C	;MED2;	;RPG1;TIF32;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YER157W	;MED2;	;COG3;GRD20;SEC34;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YNL236W	;MED2;	;SIN4;BEL2;GAL22;RYE1;SDI3;SSF5;SSN4;TSF3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YHR041C	;MED2;	;SRB2;HRS2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YER022W	;MED2;	;SRB4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YGR104C	;MED2;	;SRB5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YBR253W	;MED2;	;SRB6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YCR081W	;MED2;	;SRB8;GIG1;NUT6;SSN5;YCR080W;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YDR443C	;MED2;	;SSN2;NUT8;RYE3;SCA1;SRB9;UME2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YBR169C	;MED2;	;SSE2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YPL042C	;MED2;	;SSN3;GIG2;NUT7;RYE5;SRB10;UME5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL005C	YML007W	;MED2;	;YAP1;PAR1;SNQ3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YDR448W	;MED7;	;ADA2;SWI8;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YOL086C	;MED7;	;ADH1;ADC1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YNR010W	;MED7;	;CSE2;MED9;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YHR174W	;MED7;	;ENO2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YFR019W	;MED7;	;FAB1;SVL7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YKL060C	;MED7;	;FBA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YPR070W	;MED7;	;MED1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YMR112C	;MED7;	;MED11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YOR174W	;MED7;	;MED4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YHR058C	;MED7;	;MED6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YBR193C	;MED7;	;MED8;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YGL151W	;MED7;	;NUT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YCR012W	;MED7;	;PGK1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YLR071C	;MED7;	;RGR1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YNL236W	;MED7;	;SIN4;BEL2;GAL22;RYE1;SDI3;SSF5;SSN4;TSF3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YHR041C	;MED7;	;SRB2;HRS2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YER022W	;MED7;	;SRB4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YGR104C	;MED7;	;SRB5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YBR253W	;MED7;	;SRB6;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YOL135C	YDR308C	;MED7;	;SRB7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YCR081W	;MED7;	;SRB8;GIG1;NUT6;SSN5;YCR080W;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YDR443C	;MED7;	;SSN2;NUT8;RYE3;SCA1;SRB9;UME2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YGL112C	;MED7;	;TAF6;TAF60;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YKR059W	;MED7;	;TIF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL135C	YIL077C	;MED7;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR167W	YNL082W	;MLH1;PMS2;	;PMS1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YPL082C	YOL086C	;MOT1;BTAF1;BUR3;LPF4;	;ADH1;ADC1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPL082C	YGL195W	;MOT1;BTAF1;BUR3;LPF4;	;GCN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPL082C	YLR044C	;MOT1;BTAF1;BUR3;LPF4;	;PDC1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPL082C	YER148W	;MOT1;BTAF1;BUR3;LPF4;	;SPT15;BTF1;TBP1;TFIID;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YPL082C	YKR001C	;MOT1;BTAF1;BUR3;LPF4;	;VPS1;GRD1;LAM1;SPO15;VPL1;VPT26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPL082C	YLR249W	;MOT1;BTAF1;BUR3;LPF4;	;YEF3;TEF3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YMR186W	;MRP4;	;HSC82;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YDR347W	;MRP4;	;MRP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YGR084C	;MRP4;	;MRP13;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YBL090W	;MRP4;	;MRP21;MRP50;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YPL118W	;MRP4;	;MRP51;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YDR337W	;MRP4;	;MRPS28;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YBR251W	;MRP4;	;MRPS5;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YHL004W	YBR146W	;MRP4;	;MRPS9;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YNL137C	;MRP4;	;NAM9;MNA6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YOR158W	;MRP4;	;PET123;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YDR041W	;MRP4;	;RSM10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YNR037C	;MRP4;	;RSM19;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YKL155C	;MRP4;	;RSM22;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YGL129C	;MRP4;	;RSM23;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YIL093C	;MRP4;	;RSM25;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YJR101W	;MRP4;	;RSM26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YGR215W	;MRP4;	;RSM27;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YJR113C	;MRP4;	;RSM7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YHL004W	YDR036C	;MRP4;	;MRP5;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YHL004W	YMR158W	;MRP4;	;MRPS8;	Affinity Precipitation	Gavin et al	AB	;11805826;
